timestamp,atlantsolia_bensin95,atlantsolia_diesel,atlantsolia_bensin95_discount,atlantsolia_diesel_discount,costco_bensin95,costco_diesel,costco_bensin95_discount,costco_diesel_discount,n1_bensin95,n1_diesel,n1_bensin95_discount,n1_diesel_discount,ob_bensin95,ob_diesel,ob_bensin95_discount,ob_diesel_discount,olis_bensin95,olis_diesel,olis_bensin95_discount,olis_diesel_discount,orkan_bensin95,orkan_diesel,orkan_bensin95_discount,orkan_diesel_discount
2016-12-03T00:30:00Z,,,,,,,,,,,,,194.3,187.3,,,194.8,187.8,,,,,,
2016-12-05T10:30:00Z,,,,,,,,,194.5,187.7,,,,,,,,,,,,,,
2016-12-05T11:30:00Z,190.3,183.3,,,,,,,,,,,,,,,,,,,,,,
2016-12-05T12:00:00Z,,,,,,,,,,,,,,,,,,,,,194.2,187.2,,
2016-12-05T14:30:00Z,,,,,,,,,,,,,,,,,194.5,187.7,,,,,,
2016-12-14T11:00:00Z,,,,,,,,,195.5,190.7,,,,,,,,,,,,,,
2016-12-14T15:00:00Z,,,,,,,,,,,,,,,,,195.5,190.7,,,,,,
2016-12-16T10:00:00Z,190.3,185.3,,,,,,,,,,,,,,,,,,,,,,
2016-12-16T10:15:00Z,190.3,184.3,,,,,,,,,,,,,,,,,,,,,,
2016-12-16T14:45:00Z,191.3,187.3,,,,,,,,,,,,,,,,,,,,,,
2016-12-16T16:15:00Z,,,,,,,,,,,,,195.3,190.3,,,,,,,,,,
2016-12-19T09:00:00Z,190.3,184.3,,,,,,,,,,,,,,,,,,,,,,
2016-12-19T09:15:00Z,191.3,186.2,,,,,,,,,,,,,,,,,,,,,,
2016-12-19T14:15:00Z,,,,,,,,,,,,,195.3,189.2,,,,,,,,,,
2016-12-19T14:30:00Z,,,,,,,,,,,,,,,,,195.5,189.3,,,,,,
2016-12-21T11:15:00Z,,,,,,,,,,,,,197.3,191.2,,,197.5,191.3,,,,,,
2016-12-23T13:15:00Z,,,,,,,,,197.5,191.7,,,,,,,,,,,,,,
2016-12-27T09:15:00Z,193.3,188.2,,,,,,,,,,,,,,,,,,,,,,
2016-12-27T10:15:00Z,,,,,,,,,,,,,,,,,,,,,195.2,189.1,,
2016-12-31T00:45:00Z,,,,,,,,,,,,,200.3,193.2,,,200.5,193.3,,,,,,
2017-01-01T20:30:00Z,,,,,,,,,202.5,196.7,,,,,,,,,,,,,,
2017-01-02T11:30:00Z,200.3,193.2,,,,,,,,,,,,,,,,,,,,,,
2017-01-02T12:00:00Z,,,,,,,,,,,,,202.3,196.2,,,202.5,196.3,,,,,,
2017-01-02T12:45:00Z,201.9,194.2,,,,,,,,,,,,,,,,,,,,,,
2017-01-02T14:00:00Z,200.9,193.2,,,,,,,,,,,,,,,,,,,,,,
2017-01-02T15:00:00Z,199.9,193.2,,,,,,,,,,,,,,,,,,,,,,
2017-01-03T11:15:00Z,,,,,,,,,201.9,194.7,,,,,,,,,,,,,,
2017-01-03T16:15:00Z,,,,,,,,,,,,,201.9,194.2,,,202.3,194.7,,,,,,
2017-01-04T09:30:00Z,199.4,193.2,,,,,,,,,,,,,,,,,,,,,,
2017-01-04T09:45:00Z,199.4,192.2,,,,,,,,,,,,,,,,,,,,,,
2017-01-04T10:00:00Z,,,,,,,,,,,,,,,,,,,,,201.3,194.1,,
2017-01-04T15:45:00Z,,,,,,,,,,,,,201.4,194.2,,,,,,,,,,
2017-01-17T23:15:00Z,201.4,194.2,,,,,,,,,,,,,,,,,,,,,,
2017-01-24T09:45:00Z,199.4,192.2,,,,,,,203.9,195.8,,,,,,,,,,,,,,
2017-01-24T10:45:00Z,,,,,,,,,,,,,202.9,195.3,,,203.9,195.8,,,,,,
2017-01-24T16:45:00Z,200.9,192.2,,,,,,,,,,,,,,,,,,,,,,
2017-01-25T09:00:00Z,,,,,,,,,,,,,,,,,,,,,202.8,194.1,,
2017-01-30T11:45:00Z,,,,,,,,,,,,,202.9,194.2,,,,,,,,,,
2017-02-09T10:15:00Z,,,,,,,,,204.9,196.8,,,,,,,,,,,,,,
2017-02-10T10:45:00Z,,,,,,,,,,,,,,,,,204.9,196.8,,,,,,
2017-02-13T10:45:00Z,,,,,,,,,,,,,,,,,205.9,196.8,,,,,,
2017-02-13T11:00:00Z,,,,,,,,,,,,,203.9,194.2,,,,,,,,,,
2017-02-14T09:00:00Z,201.9,193.2,,,,,,,,,,,,,,,,,,,,,,
2017-02-14T09:15:00Z,,,,,,,,,,,,,203.9,195.2,,,,,,,,,,
2017-02-14T09:30:00Z,,,,,,,,,,,,,,,,,,,,,203.8,194.1,,
2017-02-14T10:15:00Z,,,,,,,,,,,,,,,,,,,,,203.8,195.1,,
2017-02-27T13:30:00Z,,,,,,,,,,,,,,,,,,,,,201.8,193.1,,
2017-02-27T20:00:00Z,,,,,,,,,201.9,193.8,,,,,,,,,,,,,,
2017-02-28T09:30:00Z,,,,,,,,,,,,,,,,,202.9,193.8,,,,,,
2017-02-28T09:45:00Z,,,,,,,,,,,,,201.8,193.1,,,,,,,,,,
2017-02-28T10:15:00Z,199.4,191.3,,,,,,,,,,,,,,,,,,,,,,
2017-02-28T10:30:00Z,199.4,191.1,,,,,,,,,,,,,,,,,,,201.7,193.0,,
2017-02-28T11:00:00Z,,,,,,,,,,,,,,,,,,,,,201.3,193.0,,
2017-02-28T12:45:00Z,,,,,,,,,,,,,201.4,193.1,,,,,,,,,,
2017-03-07T10:30:00Z,,,,,,,,,,,,,,,,,,,,,199.3,191.1,,
2017-03-07T17:45:00Z,197.4,189.2,,,,,,,,,,,,,,,,,,,,,,
2017-03-08T09:45:00Z,,,,,,,,,,,,,199.4,191.2,,,201.9,191.8,,,,,,
2017-03-08T12:45:00Z,,,,,,,,,199.9,191.8,,,,,,,,,,,,,,
2017-03-08T14:30:00Z,,,,,,,,,,,,,,,,,199.9,191.8,,,,,,
2017-03-20T11:45:00Z,,,,,,,,,,,,,,,,,,,,,197.3,189.1,,
2017-03-21T16:00:00Z,195.4,187.2,,,,,,,,,,,,,,,,,,,,,,
2017-03-21T16:45:00Z,,,,,,,,,,,,,197.4,189.2,,,,,,,,,,
2017-03-21T19:15:00Z,,,,,,,,,197.9,189.8,,,,,,,,,,,,,,
2017-03-22T09:45:00Z,,,,,,,,,,,,,,,,,197.9,189.8,,,,,,
2017-03-24T21:45:00Z,,,,,,,,,199.9,191.8,,,,,,,,,,,,,,
2017-03-28T14:00:00Z,,,,,,,,,,,,,199.4,191.2,,,,,,,,,,
2017-03-28T14:15:00Z,,,,,,,,,,,,,,,,,199.9,191.8,,,,,,
2017-03-30T15:00:00Z,197.4,189.2,,,,,,,,,,,,,,,,,,,,,,
2017-03-31T10:00:00Z,195.4,187.2,,,,,,,,,,,,,,,,,,,,,,
2017-04-03T09:00:00Z,197.4,189.2,,,,,,,,,,,,,,,,,,,,,,
2017-04-03T10:00:00Z,,,,,,,,,,,,,,,,,,,,,199.3,191.1,,
2017-04-03T13:30:00Z,,,,,,,,,,,,,201.4,191.2,,,,,,,,,,
2017-04-03T13:45:00Z,,,,,,,,,,,,,203.9,195.2,,,205.9,196.8,,,,,,
2017-04-03T14:00:00Z,,,,,,,,,,,,,201.4,191.2,,,,,,,,,,
2017-04-03T14:15:00Z,,,,,,,,,,,,,,,,,201.9,191.8,,,,,,
2017-04-05T10:45:00Z,,,,,,,,,202.4,193.8,,,,,,,,,,,,,,
2017-04-05T16:00:00Z,199.4,189.2,,,,,,,,,,,,,,,,,,,,,,
2017-04-06T09:00:00Z,,,,,,,,,,,,,,,,,202.4,192.3,,,,,,
2017-04-06T09:45:00Z,,,,,,,,,,,,,,,,,,,,,201.3,191.1,,
2017-04-07T10:30:00Z,,,,,,,,,,,,,,,,,204.4,193.8,,,,,,
2017-04-07T10:45:00Z,,,,,,,,,,,,,203.4,192.7,,,,,,,,,,
2017-04-07T14:00:00Z,197.9,190.2,,,,,,,,,,,,,,,,,,,,,,
2017-04-07T15:15:00Z,,,,,,,,,,,,,,,,,,,,,199.8,192.1,,
2017-04-07T15:45:00Z,199.9,190.2,,,,,,,,,,,,,,,,,,,,,,
2017-04-07T16:15:00Z,,,,,,,,,,,,,201.9,192.2,,,203.4,193.8,,,,,,
2017-04-07T16:30:00Z,,,,,,,,,,,,,,,,,,,,,201.8,192.1,,
2017-04-26T13:00:00Z,,,,,,,,,,,,,,,,,,,,,201.8,189.1,,
2017-04-27T10:15:00Z,199.9,187.2,,,,,,,,,,,,,,,,,,,,,,
2017-04-27T12:30:00Z,,,,,,,,,,,,,201.9,189.2,,,202.4,189.3,,,,,,
2017-04-27T18:00:00Z,,,,,,,,,202.4,189.8,,,,,,,,,,,,,,
2017-05-02T12:00:00Z,,,,,,,,,,,,,,,,,,,,,199.8,187.1,,
2017-05-02T13:30:00Z,197.9,185.2,,,,,,,,,,,,,,,,,,,,,,
2017-05-02T16:00:00Z,,,,,,,,,,,,,199.9,187.2,,,,,,,,,,
2017-05-03T19:15:00Z,,,,,,,,,199.9,187.3,,,,,,,,,,,,,,
2017-05-04T14:00:00Z,,,,,,,,,,,,,,,,,200.4,187.3,,,,,,
2017-05-05T11:15:00Z,195.9,183.2,,,,,,,,,,,,,,,,,,,,,,
2017-05-05T12:00:00Z,,,,,,,,,,,,,,,,,,,,,197.8,185.1,,
2017-05-05T14:00:00Z,,,,,,,,,,,,,197.9,185.2,,,,,,,,,,
2017-05-10T16:00:00Z,,,,,,,,,,,,,,,,,199.9,187.3,,,,,,
2017-05-19T08:00:00Z,,,,,169.9,164.9,,,,,,,,,,,,,,,,,,
2017-05-22T09:45:00Z,,,,,,,,,197.9,185.3,,,,,,,,,,,,,,
2017-05-22T16:30:00Z,,,,,,,,,,,,,195.9,183.2,,,,,,,,,,
2017-05-22T16:45:00Z,,,,,,,,,,,,,197.5,184.9,,,197.9,185.3,,,,,,
2017-05-23T09:00:00Z,,,,,,,,,,,,,,,,,,,,,197.4,184.8,,
2017-05-23T14:00:00Z,193.9,181.2,,,,,,,,,,,,,,,,,,,,,,
2017-05-23T14:30:00Z,,,,,,,,,,,,,,,,,,,,,195.8,183.1,,
2017-05-23T15:30:00Z,190.9,178.2,,,,,,,,,,,,,,,,,,,,,,
2017-05-25T10:00:00Z,,,,,169.9,161.9,,,,,,,,,,,,,,,,,,
2017-05-26T15:30:00Z,,,,,,,,,,,,,195.9,183.2,,,,,,,,,,
2017-05-28T13:15:00Z,,,,,,,,,195.9,183.3,,,,,,,,,,,,,,
2017-05-29T15:45:00Z,,,,,,,,,,,,,,,,,197.9,184.3,,,,,,
2017-06-01T11:15:00Z,189.9,178.2,,,,,,,,,,,,,,,,,,,,,,
2017-06-02T13:15:00Z,189.4,177.9,,,,,,,,,,,,,,,,,,,,,,
2017-06-02T16:15:00Z,,,,,,,,,,,,,195.4,182.9,,,,,,,,,,
2017-06-06T11:45:00Z,,,,,,,,,,,,,,,,,,,,,193.3,179.8,,
2017-06-06T15:45:00Z,189.4,175.9,,,,,,,,,,,,,,,,,,,,,,
2017-06-07T10:00:00Z,,,,,,,,,,,,,,,,,195.9,183.3,,,,,,
2017-06-07T10:15:00Z,,,,,,,,,,,,,193.4,179.9,,,,,,,,,,
2017-06-10T00:00:00Z,,,,,,,,,193.9,181.3,,,,,,,,,,,,,,
2017-06-12T13:45:00Z,,,,,,,,,,,,,,,,,193.9,181.3,,,,,,
2017-06-12T14:00:00Z,,,,,166.9,158.9,,,,,,,,,,,,,,,,,,
2017-06-13T10:00:00Z,186.4,172.9,,,,,,,,,,,,,,,,,,,,,,
2017-06-13T10:30:00Z,,,,,,,,,,,,,,,,,,,,,190.3,176.8,,
2017-06-15T09:45:00Z,,,,,,,,,,,,,190.4,176.9,,,,,,,,,,
2017-06-15T12:00:00Z,,,,,,,,,190.7,177.2,,,,,,,,,,,,,,
2017-06-16T14:45:00Z,,,,,,,,,,,,,,,,,192.4,177.2,,,,,,
2017-06-19T15:45:00Z,183.2,170.7,,,,,,,,,,,,,,,,,,,,,,
2017-06-20T14:15:00Z,,,,,164.9,155.9,,,,,,,,,,,,,,,,,,
2017-06-24T00:15:00Z,,,,,,,,,193.7,180.2,,,,,,,,,,,,,,
2017-06-26T09:45:00Z,,,,,,,,,,,,,,,,,193.7,180.2,,,,,,
2017-07-05T10:30:00Z,185.2,172.7,,,,,,,,,,,,,,,,,,,,,,
2017-07-05T16:15:00Z,,,,,,,,,,,,,192.4,178.9,,,,,,,,,,
2017-07-06T09:30:00Z,,,,,,,,,,,,,,,,,,,,,192.3,178.8,,
2017-07-07T17:00:00Z,183.2,170.7,,,,,,,,,,,,,,,,,,,,,,
2017-07-11T09:30:00Z,,,,,,,,,,,,,,,,,194.4,182.2,,,,,,
2017-07-11T15:45:00Z,,,,,,,,,195.7,184.2,,,,,,,,,,,,,,
2017-07-12T09:30:00Z,,,,,,,,,,,,,194.4,182.9,,,195.7,184.2,,,,,,
2017-07-13T07:30:00Z,183.2,172.7,,,,,,,,,,,,,,,,,,,,,,
2017-07-13T07:45:00Z,188.4,174.9,,,,,,,,,,,,,,,,,,,,,,
2017-07-13T08:45:00Z,,,,,,,,,,,,,,,,,,,,,194.3,180.8,,
2017-07-13T13:30:00Z,,,,,,,,,,,,,194.4,180.9,,,,,,,,,,
2017-07-14T07:15:00Z,188.4,176.9,,,,,,,,,,,,,,,,,,,,,,
2017-07-14T08:30:00Z,184.7,173.9,,,,,,,,,,,,,,,,,,,,,,
2017-07-14T09:00:00Z,,,,,,,,,,,,,194.4,182.9,,,,,,,,,,
2017-07-15T07:30:00Z,184.7,171.9,,,,,,,,,,,,,,,,,,,,,,
2017-07-17T08:15:00Z,184.7,173.9,,,,,,,,,,,,,,,,,,,,,,
2017-07-17T10:45:00Z,,,,,,,,,,,,,,,,,,,,,194.3,182.8,,
2017-07-26T10:45:00Z,,,,,,,,,197.7,187.7,,,,,,,,,,,,,,
2017-07-26T11:45:00Z,,,,,,,,,,,,,,,,,197.7,187.7,,,,,,
2017-07-28T12:00:00Z,,,,,,,,,,,,,,,,,,,,,196.3,185.8,,
2017-07-28T13:15:00Z,186.7,176.9,,,,,,,,,,,196.4,185.9,,,198.4,186.2,,,,,,
2017-08-08T11:15:00Z,,,,,,,,,199.9,189.9,,,,,,,,,,,,,,
2017-08-08T13:00:00Z,,,,,,,,,,,,,,,,,199.9,189.9,,,,,,
2017-08-10T15:15:00Z,,,,,167.9,158.9,,,,,,,,,,,,,,,,,,
2017-08-15T10:15:00Z,,,,,,,,,,,,,198.4,187.9,,,,,,,,,,
2017-08-15T13:00:00Z,190.7,180.9,,,,,,,,,,,,,,,,,,,,,,
2017-08-15T15:15:00Z,,,,,,,,,,,,,,,,,,,,,198.3,187.8,,
2017-08-15T16:15:00Z,188.7,178.9,,,,,,,,,,,,,,,,,,,,,,
2017-08-18T16:00:00Z,186.4,175.9,,,,,,,,,,,,,,,,,,,,,,
2017-09-01T12:00:00Z,,,,,,,,,,,,,,,,,202.9,190.2,,,,,,
2017-09-05T12:45:00Z,,,,,,,,,201.8,190.9,,,,,,,,,,,,,,
2017-09-05T15:00:00Z,,,,,,,,,,,,,,,,,202.9,190.9,,,,,,
2017-09-05T15:15:00Z,,,,,,,,,,,,,199.9,189.9,,,,,,,,,,
2017-09-06T06:30:00Z,187.9,177.9,,,,,,,,,,,,,,,,,,,,,,
2017-09-07T15:00:00Z,187.9,177.9,,,,,,,,,,,,,,,,,,,,,,
2017-09-11T14:45:00Z,,,,,,,,,204.8,194.9,,,,,,,,,,,,,,
2017-09-11T16:15:00Z,,,,,,,,,,,,,,,,,204.8,194.9,,,,,,
2017-09-15T01:15:00Z,,,,,,,,,,,,,,,,,,,,,177.6,167.8,,
2017-09-15T01:45:00Z,,,,,,,,,,,,,,,,,,,,,199.8,189.8,,
2017-09-18T10:30:00Z,,,,,169.9,159.9,,,,,,,,,,,,,,,,,,
2017-10-06T11:30:00Z,187.9,177.9,,,,,,,,,,,,,,,,,,,,,,
2017-10-09T21:00:00Z,,,,,171.9,163.9,,,,,,,,,,,,,,,,,,
2017-10-11T12:00:00Z,190.9,180.9,,,,,,,,,,,,,,,,,,,,,,
2017-10-11T14:15:00Z,,,,,,,,,,,,,202.9,192.9,,,,,,,,,,
2017-10-12T10:30:00Z,190.9,180.9,,,,,,,,,,,,,,,,,,,,,,
2017-10-12T10:45:00Z,,,,,,,,,,,,,199.9,189.9,,,,,,,,,,
2017-10-12T22:00:00Z,187.9,177.9,,,,,,,,,,,,,,,,,,,,,,
2017-10-20T09:00:00Z,,,,,,,,,202.8,193.9,,,,,,,,,,,,,,
